,Video_name,frame_name,face_name,Anger,Disgust,Fear,Happy,Sad,Surprise,Neutral
0,movie3,movie3-0016.jpg,movie3-0016-1.jpg,0.06086805835366249,0.001024926546961069,0.15778028964996338,0.02585868164896965,0.5510842204093933,0.02573595754802227,0.17764785885810852
1,movie3,movie3-0018.jpg,movie3-0018-1.jpg,0.10586468130350113,0.002075284719467163,0.20097362995147705,0.010211169719696045,0.36517125368118286,0.0243998933583498,0.2913040816783905
2,movie3,movie3-0021.jpg,movie3-0021-1.jpg,0.302569717168808,0.0026564241852611303,0.14196114242076874,0.004340848419815302,0.3734528422355652,0.002131112152710557,0.1728879064321518
3,movie3,movie3-0022.jpg,movie3-0022-1.jpg,0.34788602590560913,0.0027586689684540033,0.18019607663154602,0.0005639044102281332,0.3987734615802765,0.001513106282800436,0.06830877810716629
4,movie3,movie3-0023.jpg,movie3-0023-1.jpg,0.18827775120735168,0.001365883625112474,0.14641857147216797,0.003478825557976961,0.4814212918281555,0.003226008964702487,0.17581163346767426
5,movie3,movie3-0024.jpg,movie3-0024-1.jpg,0.35461968183517456,0.0027059903368353844,0.09664834290742874,0.012688449583947659,0.31856849789619446,0.003292605746537447,0.2114764004945755
6,movie3,movie3-0025.jpg,movie3-0025-1.jpg,0.2309408187866211,0.005056316964328289,0.03601144254207611,0.4418809711933136,0.11979812383651733,0.005543187260627747,0.16076910495758057
7,movie3,movie3-0026.jpg,movie3-0026-1.jpg,0.17029257118701935,0.007006319239735603,0.26280754804611206,0.01647220179438591,0.4559932053089142,0.02336970344185829,0.06405839323997498
8,movie3,movie3-0027.jpg,movie3-0027-1.jpg,0.06417103111743927,0.0021002194844186306,0.4957152307033539,0.0031387615017592907,0.27684807777404785,0.03355984762310982,0.12446679919958115
9,movie3,movie3-0028.jpg,movie3-0028-1.jpg,0.08083789795637131,0.0007908809348009527,0.28898218274116516,0.0023029055446386337,0.24185681343078613,0.00806017592549324,0.3771691620349884
10,movie3,movie3-0029.jpg,movie3-0029-1.jpg,0.050647836178541183,0.000572829507291317,0.33971938490867615,0.002030665287747979,0.2325417846441269,0.007345994934439659,0.3671414852142334
11,movie3,movie3-0030.jpg,movie3-0030-1.jpg,0.3229309916496277,0.00809295941144228,0.12510094046592712,0.01952745020389557,0.3568597435951233,0.009662337601184845,0.1578255146741867
12,movie3,movie3-0031.jpg,movie3-0031-1.jpg,0.28080856800079346,0.03250834718346596,0.2265072762966156,0.004768143408000469,0.40651291608810425,0.015805717557668686,0.03308901935815811
13,movie3,movie3-0032.jpg,movie3-0032-1.jpg,0.15634942054748535,0.009033799171447754,0.19090937077999115,0.002780949231237173,0.5514357089996338,0.007589490152895451,0.08190122246742249
14,movie3,movie3-0033.jpg,movie3-0033-1.jpg,0.06053865700960159,0.0020471245516091585,0.13773733377456665,0.021473025903105736,0.3802540600299835,0.009269984439015388,0.3886798322200775
15,movie3,movie3-0034.jpg,movie3-0034-1.jpg,0.24155555665493011,0.015449154190719128,0.24790531396865845,0.04309162497520447,0.24107827246189117,0.09181917458772659,0.11910094320774078
16,movie3,movie3-0037.jpg,movie3-0037-1.jpg,0.27997779846191406,0.015385711565613747,0.3091489374637604,0.0032198913395404816,0.19273735582828522,0.14519603550434113,0.05433421954512596
17,movie3,movie3-0038.jpg,movie3-0038-1.jpg,0.213910773396492,0.01235427986830473,0.15548725426197052,0.005518956575542688,0.5131513476371765,0.008327330462634563,0.09125004708766937
